id	RN_Target_Gene_ID	SM_Center_Compound_ID	SM_Dose	SM_Dose_Unit	SM_LINCS_ID	SM_Name	SM_Pert_Type	SM_Time	SM_Time_Unit	det_plate	det_well
MCF10A-trt_cp-38946	-666	BRD-K51313569-001-05-2	0.37	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	E16
MCF10A-trt_cp-38947	-666	BRD-K51313569-001-05-2	0.12	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	E17
MCF10A-trt_cp-38948	-666	BRD-K51313569-001-05-2	0.04	um	BRD-K51313569	palbociclib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	E18
MCF10A-trt_cp-39026	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	I01
MCF10A-trt_cp-39027	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	I02
MCF10A-trt_cp-39028	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	I03
MCF10A-trt_cp-39029	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	I04
MCF10A-trt_cp-39030	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	I05
MCF10A-trt_cp-39031	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	24	h	LJP006_MCF10A_24H_X3_B17	I06
MCF10A-trt_cp-39312	-666	BRD-K51313569-001-05-2	10	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	E13
MCF10A-trt_cp-39313	-666	BRD-K51313569-001-05-2	3.33	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	E14
MCF10A-trt_cp-39314	-666	BRD-K51313569-001-05-2	1.11	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	E15
MCF10A-trt_cp-39315	-666	BRD-K51313569-001-05-2	0.37	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	E16
MCF10A-trt_cp-39316	-666	BRD-K51313569-001-05-2	0.12	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	E17
MCF10A-trt_cp-39317	-666	BRD-K51313569-001-05-2	0.04	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	E18
MCF10A-trt_cp-39396	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	I01
MCF10A-trt_cp-39397	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	I02
MCF10A-trt_cp-39398	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	I03
MCF10A-trt_cp-39399	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	I04
MCF10A-trt_cp-39400	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	I05
MCF10A-trt_cp-39401	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X1_B17	I06
MCF10A-trt_cp-39687	-666	BRD-K51313569-001-05-2	10	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	E13
MCF10A-trt_cp-39688	-666	BRD-K51313569-001-05-2	3.33	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	E14
MCF10A-trt_cp-39689	-666	BRD-K51313569-001-05-2	1.11	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	E15
MCF10A-trt_cp-39690	-666	BRD-K51313569-001-05-2	0.37	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	E16
MCF10A-trt_cp-39691	-666	BRD-K51313569-001-05-2	0.12	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	E17
MCF10A-trt_cp-39692	-666	BRD-K51313569-001-05-2	0.04	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	E18
MCF10A-trt_cp-39771	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	I01
MCF10A-trt_cp-39772	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	I02
MCF10A-trt_cp-39773	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	I03
MCF10A-trt_cp-39774	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	I04
MCF10A-trt_cp-39775	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	I05
MCF10A-trt_cp-39776	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X2_B17	I06
MCF10A-trt_cp-40060	-666	BRD-K51313569-001-05-2	10	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	E13
MCF10A-trt_cp-40061	-666	BRD-K51313569-001-05-2	3.33	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	E14
MCF10A-trt_cp-40062	-666	BRD-K51313569-001-05-2	1.11	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	E15
MCF10A-trt_cp-40063	-666	BRD-K51313569-001-05-2	0.37	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	E16
MCF10A-trt_cp-40064	-666	BRD-K51313569-001-05-2	0.12	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	E17
MCF10A-trt_cp-40065	-666	BRD-K51313569-001-05-2	0.04	um	BRD-K51313569	palbociclib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	E18
MCF10A-trt_cp-40144	-666	BRD-K49328571-001-11-9	10	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	I01
MCF10A-trt_cp-40145	-666	BRD-K49328571-001-11-9	3.33	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	I02
MCF10A-trt_cp-40146	-666	BRD-K49328571-001-11-9	1.11	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	I03
MCF10A-trt_cp-40147	-666	BRD-K49328571-001-11-9	0.37	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	I04
MCF10A-trt_cp-40148	-666	BRD-K49328571-001-11-9	0.12	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	I05
MCF10A-trt_cp-40149	-666	BRD-K49328571-001-11-9	0.04	um	BRD-K49328571	dasatinib	trt_cp	3	h	LJP006_MCF10A_3H_X3_B17	I06
