cell_line	agent	concentration	GRvalue	cell_count	cell_count__ctrl	cell_count__time0	Replicate
MCF10A-GM (HMS)	Neratinib	0.17783	0.26758	1285.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.31623	0.046746	597.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	0.56234	-0.040945	415.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	1	-0.085874	348.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Neratinib	3.1623	-0.20438	199.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	4.3333e-05	1.0218	8235.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.00013333	1.0203	8194	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.0002	0.95871	7263.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.00033333	0.9805	7569.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.00053333	0.96354	7330	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.001	0.77661	4902.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.0018	0.51765	2616.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.0031623	0.2058	1041.6667	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.0056234	0.065309	635.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.01	-0.10981	310.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.017783	-0.23659	166.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.031623	-0.29557	122.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.1	-0.33805	94.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Paclitaxel	0.31623	-0.30709	114	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.0010833	0.9743	7472	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.0033333	0.96879	7402	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.01	0.98036	7581.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.031667	0.9646	7387.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.056667	0.9574	7229	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.1	0.97216	7444.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.17783	0.94272	7035.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.31623	0.58499	3183.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	0.56234	0.56778	2973.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	1	0.52463	2668.6667	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	1.7783	0.46405	2281	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	3.1623	0.40916	1946	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	5.6234	0.3525	1653.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Palbociclib	10	0.29241	1372.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.00021667	0.9727	7462.875	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.00033333	0.97024	7413.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.00066667	0.8896	6272	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.001	0.80944	5278.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.0016667	0.72019	4310.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.003	0.5475	2824.6667	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.0056667	0.38421	1805.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.01	0.22574	1110	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.017783	0.10738	741.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.031623	0.039252	575.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.1	0.017731	529	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	0.31623	0.015542	522.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Trametinib	1	0.036971	569	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.0033333	1.0088	8025	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.01	1.0119	8058	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.031667	0.98002	7572	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.1	0.91496	6619.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.17783	0.84545	5729.75	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.31623	0.74882	4611.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	0.56234	0.61539	3350.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	1	0.39709	1875.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	1.7783	0.22422	1105.25	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	3.1623	0.068748	642.6667	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	5.6234	0.0060644	505	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Vorinostat	10	-0.0046558	483.5	7872.3125	491.1083	MCF10A-GM (HMS) R2
MCF10A-GM (HMS)	Alpelisib	0.0033333	0.99263	10944.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	0.01	1.0181	11516.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	0.031667	1.005	11189.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	0.1	0.97423	10498.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	0.31623	0.92682	9498.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	0.56234	0.89959	8966	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	1	0.83891	7833.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	1.7783	0.79248	7053.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	3.1623	0.73619	6210.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	5.6234	0.64304	4951.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Alpelisib	10	0.46986	3136.1	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.0010833	0.95965	10190.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.0033333	0.96345	10269.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.01	0.96613	10319.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.018333	0.91398	9235.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.031667	0.90581	9090	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.056667	0.81302	7391	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.1	0.63101	4824.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.17783	0.38138	2444.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.31623	0.23354	1523.8333	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	0.56234	0.13432	1098.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	1	0.18029	1274.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	1.7783	0.02663	718.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	3.1623	-0.086815	438.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Dasatinib	10	-0.18516	274.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.0010833	1.0039	11165.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.0033333	1.007	11231.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.01	0.98447	10722	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.018333	0.98231	10688.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.031667	0.93999	9773.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.056667	0.86669	8330.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.1	0.79043	7035.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.17783	0.64997	5017.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.31623	0.47828	3190.3333	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	0.56234	0.2659	1695.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	1	0.081139	877.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	1.7783	0.038726	745	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	3.1623	0.026143	709	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Etoposide	10	0.0076945	658.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.00043333	0.99282	10906.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.0013333	0.99236	10897	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.0033333	1.0119	11350.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.0053333	0.99938	11060.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.01	0.9801	10639.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.018	0.97047	10415	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.031623	0.89103	8791.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.056234	0.72418	6005.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.1	0.54217	3823.3333	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.17783	0.39322	2524.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.31623	0.15923	1174.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	0.56234	0.053935	791.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	1	0.013076	672.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Neratinib	3.1623	-0.052788	511.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	4.3333e-05	0.99264	10909.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.00013333	1.0131	11385.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.0002	0.99535	10966.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.00033333	0.99741	11018.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.00053333	0.952	10128.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.001	0.83645	7799.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.0018	0.61726	4630.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.0031623	0.27301	1720.6667	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.0056234	0.08945	912	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.01	-0.11854	379.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.017783	-0.23095	216.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.031623	-0.27602	168.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.1	-0.3165	133.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Paclitaxel	0.31623	-0.31071	138	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.0010833	0.98915	10831	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.0033333	0.96391	10277	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.01	1.0002	11088.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.031667	0.98325	10709	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.056667	0.99962	11075.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.1	0.96506	10318.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.17783	0.99412	10972.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.31623	0.73296	6230.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	0.56234	0.68367	5473	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	1	0.60768	4535.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	1.7783	0.55375	3946.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	3.1623	0.49398	3347.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	5.6234	0.39908	2544.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Palbociclib	10	0.35583	2236.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.00021667	0.98933	10845.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.00033333	0.97016	10433	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.00066667	0.88384	8672	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.001	0.9039	9057.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.0016667	0.79967	7178.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.003	0.64411	4942.3333	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.0056667	0.44685	2922.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.01	0.29921	1877.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.017783	0.19138	1314	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.031623	0.11444	1001.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.1	0.10116	950.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	0.31623	0.090278	914	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Trametinib	1	0.099939	948.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.0033333	0.99904	11049	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.01	1.018	11492.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.031667	0.98016	10637.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.1	0.9374	9727.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.17783	0.89464	8902.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.31623	0.80424	7251.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	0.56234	0.68257	5440.25	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	1	0.45441	2985.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	1.7783	0.25763	1641.75	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	3.1623	0.068462	837.6667	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	5.6234	0.038091	742.5	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (HMS)	Vorinostat	10	0.0055259	655.125	11073.125	636.0417	MCF10A-GM (HMS) R3
MCF10A-GM (DToxS)	Alpelisib	0.001	1.0893	37781.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	0.00316	1.0111	32531.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	0.01	1.0474	34898.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	0.0316	1.0149	32775.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	0.1	0.95202	28941	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	0.316	0.9044	26268.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	1	0.74047	18455.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	3.16	0.42126	8337	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	10	0.12272	3306.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Alpelisib	0.001	1.0285	56709.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	0.00316	1.0277	56640.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	0.01	1.0077	55049	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	0.0316	0.98853	53544.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	0.1	0.93209	49276.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	0.316	0.84845	43370	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	1	0.65567	31564	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	3.16	0.3648	18077.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Alpelisib	10	0.22453	13220.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	0.001	0.93745	28102.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	0.00316	0.88503	25236.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	0.01	0.48527	9909.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	0.0316	0.049135	2534.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	0.1	-0.057994	1661.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	0.316	-0.080192	1513	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	1	-0.098984	1395.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	3.16	-0.10682	1348.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	10	-0.13316	1199	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Dasatinib	0.001	0.79505	39852.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	0.00316	0.70033	34083	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	0.01	0.42849	20619.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	0.0316	0.14607	10921.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	0.1	-0.075467	5877	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	0.316	-0.13114	4913	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	1	-0.22719	3504	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	3.16	-0.27827	2876.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Dasatinib	10	-0.34581	2166.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	0.001	0.97659	30395.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	0.00316	0.91121	26639.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	0.01	0.78502	20378.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	0.0316	0.52346	10947	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	0.1	0.21089	4448	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	0.316	0.034633	2400	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	1	0.053019	2571.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	3.16	0.059844	2637.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	10	0.035949	2412	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Etoposide	0.001	0.96492	51730.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	0.00316	0.92244	48569.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	0.01	0.67885	32855.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	0.0316	0.50894	24150.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	0.1	0.06489	8835.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	0.316	0.0047136	7470.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	1	0.0080441	7542.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	3.16	0.0073024	7526.3333	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Etoposide	10	-0.029818	6753.6667	54439.9	7370	MCF10A-GM (DToxS) R2
MCF10A-GM (DToxS)	Neratinib	0.00032	1.129	40673.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	0.001	1.1403	41530.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	0.0032	1.1805	44673	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	0.01	0.84759	23326.6667	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	0.032	0.57424	12449	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	0.1	0.1812	4035.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	0.32	0.10488	3105.3333	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	1	0.10612	3119	31832.5	2100	MCF10A-GM (DToxS) R1
MCF10A-GM (DToxS)	Neratinib	3.2	0.1142	3209.3333	31832.5	2100	MCF10A-GM (DToxS) R1
